pretprocesiranje,odlike,model,cv_macroF1_sr,cv_macroF1_std,test_macroF1,test_tacnost,hiperparametri,vreme_s
lower+stem,TFIDF_1-2,LogRegresija,0.647349054466001,0.014999601573520604,0.6314216917603598,0.631578947368421,"{""clf__C"": 10}",13.7
lower,IDF,LinearSVM,0.6457861713404702,0.023056223223004838,0.6531524092217734,0.6596491228070176,"{""clf__C"": 0.1}",6.8
lower+stem,TFIDF_1-2,LinearSVM,0.645727323029426,0.01020611576370833,0.6284038988223001,0.6280701754385964,"{""clf__C"": 1}",17.6
lower,TFIDF_1-2,LinearSVM,0.6456302370445222,0.01888133811316625,0.6212329204287138,0.624561403508772,"{""clf__C"": 1}",10.1
lower,TFIDF,LogRegresija,0.6444793042407687,0.018386478835740745,0.6226753181143634,0.6280701754385964,"{""clf__C"": 1}",5.5
lower+lema,TFIDF_1-2,LinearSVM,0.6444414254933974,0.021730492897863996,0.6334480822285701,0.6350877192982456,"{""clf__C"": 1}",16.2
lower,TFIDF_1-2,LogRegresija,0.6442148323790876,0.01633238957473519,0.601010101010101,0.6035087719298246,"{""clf__C"": 10}",9.4
lower,TFIDF,LinearSVM,0.6429310443617946,0.01411812853510197,0.6188790087852812,0.624561403508772,"{""clf__C"": 0.1}",6.6
lower,IDF,LogRegresija,0.6422606299414918,0.025383241020469606,0.6472005674790314,0.6526315789473685,"{""clf__C"": 1}",9.6
lower+stem,IDF,LinearSVM,0.6416836964495893,0.0189935418899118,0.6635250468951902,0.6666666666666666,"{""clf__C"": 0.1}",7.9
lower+stem,IDF,LogRegresija,0.6404933140884135,0.014531471637455063,0.6285622778650131,0.631578947368421,"{""clf__C"": 1}",7.5
lower+lema,TFIDF,LinearSVM,0.6402570088478846,0.01299956559710497,0.5913553831032194,0.5964912280701754,"{""clf__C"": 0.1}",8.7
lower+stem,TFIDF_1-3,LinearSVM,0.6392620432647265,0.01466858613225811,0.6280780876156599,0.6280701754385964,"{""clf__C"": 1}",23.5
lower+stem,TFIDF,LogRegresija,0.6391334670692694,0.020623438045816303,0.621199999209825,0.624561403508772,"{""clf__C"": 1}",7.4
lower+stem,TFIDF_1-3,LogRegresija,0.6385028856665739,0.016783405846801977,0.631961133597549,0.631578947368421,"{""clf__C"": 100}",18.1
lower+lema,TFIDF,LogRegresija,0.6384601147758509,0.014621909708249307,0.6000219587176109,0.6035087719298246,"{""clf__C"": 1}",8.7
lower+lema,TFIDF_1-2,MultinomialNB,0.638348147538826,0.02434731876779993,0.6219159650503373,0.624561403508772,"{""clf__alpha"": 0.1}",10.2
lower+lema,TFIDF_1-3,LogRegresija,0.638304792471015,0.019925098631230376,0.6084047923128383,0.6105263157894737,"{""clf__C"": 10}",21.7
lower+stem,TFIDF,LinearSVM,0.6379931702575495,0.016744441409424105,0.6164634011621485,0.6210526315789474,"{""clf__C"": 0.1}",7.9
lower+lema,IDF,LogRegresija,0.6377739955655036,0.01940365444619859,0.6247770727785543,0.6280701754385964,"{""clf__C"": 1}",8.8
lower,REC+CHAR,MultinomialNB,0.6368153000852455,0.016224823921992468,0.6191073324843168,0.624561403508772,"{""clf__alpha"": 0.01}",38.4
lower+lema,IDF,LinearSVM,0.6363940322056203,0.026102096440506158,0.6084600836418849,0.6140350877192983,"{""clf__C"": 0.1}",8.5
lower,TFIDF_1-3,LogRegresija,0.6348686753243232,0.018097618178854233,0.5958129261500048,0.6,"{""clf__C"": 1}",20.6
lower+stem,TFIDF_1-2,MultinomialNB,0.6341896076734324,0.020971666756086492,0.6161833940367077,0.6210526315789474,"{""clf__alpha"": 0.1}",10.3
lower,TFIDF_1-2,MultinomialNB,0.6340653491668744,0.017362650112559653,0.6262508122157244,0.631578947368421,"{""clf__alpha"": 0.1}",7.2
lower+lema,REC+CHAR,MultinomialNB,0.6340605383502178,0.022791322596259624,0.6082263293889817,0.6105263157894737,"{""clf__alpha"": 0.1}",46.4
lower,TFIDF_1-3,LinearSVM,0.6329343941956652,0.019001424034491742,0.5998401445649152,0.6070175438596491,"{""clf__C"": 0.1}",20.4
lower+stem,REC+CHAR,MultinomialNB,0.6325579208668287,0.01737918799242917,0.603460509010643,0.6070175438596491,"{""clf__alpha"": 0.1}",46.8
lower+lema,TFIDF_1-3,LinearSVM,0.6323995526415903,0.020057813657806414,0.6093804870227634,0.6105263157894737,"{""clf__C"": 1}",29.7
lower+stem,TFIDF_1-3,MultinomialNB,0.6289935276992485,0.01500475142428959,0.5975960099446861,0.6,"{""clf__alpha"": 0.01}",16.9
lower+lema,IDF,MultinomialNB,0.6277449337715012,0.020323438198651785,0.6283966818450123,0.631578947368421,"{""clf__alpha"": 0.5}",11.8
lower+lema,TFIDF,MultinomialNB,0.626635401874915,0.021528261713902097,0.6151609383524277,0.6175438596491228,"{""clf__alpha"": 0.5}",7.6
lower,TFIDF_1-3,MultinomialNB,0.6245018706364098,0.019592990869550343,0.5937621832358674,0.6,"{""clf__alpha"": 0.1}",20.3
lower,IDF,MultinomialNB,0.6231347721326366,0.016879277898485166,0.6272877679756329,0.6280701754385964,"{""clf__alpha"": 0.5}",9.4
lower+lema,TFIDF_1-3,MultinomialNB,0.6221317153773552,0.019518181381973056,0.6126789649206271,0.6175438596491228,"{""clf__alpha"": 0.1}",20.6
lower,TFIDF,MultinomialNB,0.6212336959032091,0.01370229465992271,0.6163137510596817,0.6175438596491228,"{""clf__alpha"": 0.5}",5.4
lower,CHAR_3-5,MultinomialNB,0.6199439339047825,0.011794531649481004,0.5997228738801773,0.6035087719298246,"{""clf__alpha"": 0.1}",27.8
lower+stem,TFIDF,MultinomialNB,0.6194134615098592,0.020790813855739686,0.6371430621323002,0.6385964912280702,"{""clf__alpha"": 1.0}",7.7
lower+stem,IDF,MultinomialNB,0.6185250205802724,0.021343900808051514,0.6337667427020292,0.6350877192982456,"{""clf__alpha"": 0.5}",9.5
lower+lema,CHAR_3-5,MultinomialNB,0.6179143355893506,0.017204580117780435,0.5970890481184418,0.6,"{""clf__alpha"": 0.5}",33.3
lower+stem,CHAR_3-5,MultinomialNB,0.6175325895014568,0.015911225573881208,0.6124743558136091,0.6175438596491228,"{""clf__alpha"": 0.01}",31.9
lower,TF,LinearSVM,0.6162492849262845,0.02290934340457811,0.6141113380592645,0.6175438596491228,"{""clf__C"": 0.01}",10.1
lower+stem,TF,LinearSVM,0.6162316210308469,0.021903565142587966,0.6170409146257412,0.6210526315789474,"{""clf__C"": 0.01}",21.4
lower+stem,TF,LogRegresija,0.6157351747157465,0.019063527452412438,0.6169567481960059,0.6210526315789474,"{""clf__C"": 0.1}",20.3
lower,TF,MultinomialNB,0.6146459734483406,0.02097122254791125,0.5999333539132089,0.6,"{""clf__alpha"": 1.0}",8.9
lower+lema,TF,MultinomialNB,0.6128291889646178,0.0203251275853419,0.6133875580684092,0.6140350877192983,"{""clf__alpha"": 1.0}",20.6
lower,TF,LogRegresija,0.6115903764983356,0.02530399896891632,0.6101676101676102,0.6140350877192983,"{""clf__C"": 0.1}",10.4
lower+lema,TF,LogRegresija,0.611529740913476,0.01404971414411307,0.5603226252806456,0.5649122807017544,"{""clf__C"": 0.1}",21.5
lower+lema,TF,LinearSVM,0.6113670323197873,0.024589395367352457,0.5661893661893662,0.5719298245614035,"{""clf__C"": 0.01}",13.7
lower+stem,TF,MultinomialNB,0.6069964227241129,0.02188041674318471,0.6217611624672595,0.6210526315789474,"{""clf__alpha"": 0.5}",22.2
lower,TF,Vecinski,0.17145608058584766,0.0002794547749630684,0.171875,0.3473684210526316,{},5.0
lower+stem,TF,Vecinski,0.17145608058584766,0.0002794547749630684,0.171875,0.3473684210526316,{},14.1
lower+lema,TF,Vecinski,0.17145608058584766,0.0002794547749630684,0.171875,0.3473684210526316,{},14.7
