konfiguracija_1,konfiguracija_2,macro_f1_1,macro_f1_2,razlika,p,p_holm,znacajno_p_holm_0.05
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | REC+CHAR | LinearSVM,0.672213,0.670733,0.001480,0.820312,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | REC+CHAR | LogisticRegression,0.672213,0.670032,0.002181,0.625000,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | REC+CHAR | LogisticRegression,0.672213,0.669994,0.002219,1.000000,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | REC+CHAR | LogisticRegression (GridSearch),0.672213,0.669214,0.002999,0.492188,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | REC+CHAR | LogisticRegression (GridSearch),0.672213,0.668921,0.003292,0.769531,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-2 | LinearSVM,0.672213,0.668037,0.004176,0.322266,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | REC+CHAR | LinearSVM (GridSearch),0.672213,0.666914,0.005299,0.431641,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | REC+CHAR | LogisticRegression,0.672213,0.666398,0.005814,0.064453,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | CHAR_3-5 | LogisticRegression (GridSearch),0.672213,0.666141,0.006071,0.431641,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | CHAR_3-5 | LogisticRegression,0.672213,0.665365,0.006848,0.322266,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | REC+CHAR | LinearSVM (GridSearch),0.672213,0.665074,0.007139,0.105469,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-2 | LinearSVM (GridSearch),0.672213,0.664940,0.007272,0.105469,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | CHAR_3-5 | LinearSVM,0.672213,0.664576,0.007637,0.193359,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | REC+CHAR | LogisticRegression (GridSearch),0.672213,0.662509,0.009704,0.048828,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-2 | LogisticRegression (GridSearch),0.672213,0.662126,0.010087,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-2 | LogisticRegression,0.672213,0.660655,0.011558,0.083984,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | CHAR_3-5 | LogisticRegression,0.672213,0.657710,0.014503,0.037109,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | CHAR_3-5 | LogisticRegression (GridSearch),0.672213,0.657710,0.014503,0.037109,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | REC+CHAR | LinearSVM,0.672213,0.657623,0.014590,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-2 | LogisticRegression (GridSearch),0.672213,0.656711,0.015502,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | CHAR_3-5 | LogisticRegression,0.672213,0.656452,0.015761,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | CHAR_3-5 | LogisticRegression (GridSearch),0.672213,0.656452,0.015761,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | REC+CHAR | LinearSVM,0.672213,0.656409,0.015804,0.019531,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | CHAR_3-5 | LinearSVM (GridSearch),0.672213,0.656392,0.015821,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-2 | LinearSVM (GridSearch),0.672213,0.656147,0.016066,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | CHAR_3-5 | LinearSVM (GridSearch),0.672213,0.655984,0.016229,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-2 | LinearSVM,0.672213,0.655801,0.016412,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | CHAR_3-5 | LinearSVM,0.672213,0.654648,0.017565,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-3 | LogisticRegression,0.672213,0.652901,0.019312,0.019531,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-2 | LogisticRegression,0.672213,0.652605,0.019608,0.037109,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | CHAR_3-5 | LinearSVM (GridSearch),0.672213,0.652396,0.019817,0.019531,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-3 | LinearSVM,0.672213,0.651701,0.020512,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | CHAR_3-5 | LinearSVM,0.672213,0.649960,0.022253,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-3 | LinearSVM (GridSearch),0.672213,0.648598,0.023615,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-3 | LogisticRegression,0.672213,0.648503,0.023710,0.009766,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-3 | LinearSVM,0.672213,0.647667,0.024546,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-3 | LogisticRegression (GridSearch),0.672213,0.647513,0.024700,0.009766,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-3 | LogisticRegression (GridSearch),0.672213,0.646964,0.025249,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF_IDF | LogisticRegression (GridSearch),0.672213,0.646351,0.025862,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF_IDF | LinearSVM,0.672213,0.645876,0.026337,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF_IDF | LinearSVM (GridSearch),0.672213,0.645664,0.026549,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF_IDF | LinearSVM,0.672213,0.643330,0.028883,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF_IDF | LinearSVM (GridSearch),0.672213,0.643330,0.028883,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-3 | LinearSVM (GridSearch),0.672213,0.641857,0.030356,0.009766,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | REC+CHAR | MultinomialNB,0.672213,0.640679,0.031534,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | REC+CHAR | MultinomialNB,0.672213,0.640232,0.031981,0.037109,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | REC+CHAR | MultinomialNB,0.672213,0.640115,0.032098,0.064453,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF_IDF | LogisticRegression (GridSearch),0.672213,0.639489,0.032724,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | LOG_TF | LogisticRegression (GridSearch),0.672213,0.638310,0.033902,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF | LinearSVM (GridSearch),0.672213,0.638255,0.033957,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF_IDF | LogisticRegression,0.672213,0.637735,0.034478,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-2 | MultinomialNB,0.672213,0.636356,0.035857,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-2 | LogisticRegression (GridSearch),0.672213,0.635920,0.036293,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF | LinearSVM (GridSearch),0.672213,0.635352,0.036861,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF_IDF | LinearSVM,0.672213,0.633476,0.038737,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF_IDF | LinearSVM (GridSearch),0.672213,0.633476,0.038737,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TFIDF_1-3 | MultinomialNB,0.672213,0.633158,0.039055,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-2 | MultinomialNB,0.672213,0.631573,0.040640,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-2 | LogisticRegression,0.672213,0.631436,0.040777,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-2 | LinearSVM,0.672213,0.631212,0.041000,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | LOG_TF | LogisticRegression,0.672213,0.631049,0.041164,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-2 | LinearSVM (GridSearch),0.672213,0.631023,0.041190,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-2 | MultinomialNB,0.672213,0.629844,0.042369,0.009766,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | LOG_TF | MultinomialNB,0.672213,0.628899,0.043314,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | CHAR_3-5 | MultinomialNB,0.672213,0.628678,0.043535,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-3 | MultinomialNB,0.672213,0.628307,0.043905,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | BOW | MultinomialNB,0.672213,0.628153,0.044060,0.009766,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF_IDF | LogisticRegression,0.672213,0.627062,0.045150,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | CHAR_3-5 | MultinomialNB,0.672213,0.626711,0.045502,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | LOG_TF | MultinomialNB,0.672213,0.626501,0.045711,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF | MultinomialNB,0.672213,0.626118,0.046095,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF_IDF | LogisticRegression (GridSearch),0.672213,0.626094,0.046119,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | LOG_TF | LinearSVM (GridSearch),0.672213,0.625753,0.046460,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF_IDF | MultinomialNB,0.672213,0.625606,0.046607,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF_IDF | MultinomialNB,0.672213,0.625599,0.046614,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TFIDF_1-3 | MultinomialNB,0.672213,0.625301,0.046911,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-3 | LogisticRegression,0.672213,0.625110,0.047103,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | BOW | LogisticRegression (GridSearch),0.672213,0.624807,0.047405,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | LOG_TF | LogisticRegression (GridSearch),0.672213,0.624751,0.047461,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | IDF | LogisticRegression (GridSearch),0.672213,0.624537,0.047676,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | IDF | MultinomialNB,0.672213,0.624383,0.047830,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | BOW | MultinomialNB,0.672213,0.624367,0.047845,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF | MultinomialNB,0.672213,0.623511,0.048702,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | IDF | MultinomialNB,0.672213,0.623092,0.049121,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | LOG_TF | LogisticRegression,0.672213,0.622902,0.049311,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-3 | LinearSVM,0.672213,0.622809,0.049403,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | CHAR_3-5 | MultinomialNB,0.672213,0.622784,0.049428,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | IDF | LogisticRegression (GridSearch),0.672213,0.622428,0.049785,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | BOW | LogisticRegression,0.672213,0.621944,0.050269,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-3 | LinearSVM (GridSearch),0.672213,0.621595,0.050617,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TFIDF_1-3 | LogisticRegression (GridSearch),0.672213,0.621420,0.050793,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | BOW | LogisticRegression (GridSearch),0.672213,0.621392,0.050821,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | BOW | LinearSVM (GridSearch),0.672213,0.620080,0.052133,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | LOG_TF | LinearSVM (GridSearch),0.672213,0.619755,0.052458,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | IDF | LogisticRegression,0.672213,0.618513,0.053700,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | BOW | LogisticRegression,0.672213,0.618060,0.054153,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | BOW | LinearSVM (GridSearch),0.672213,0.617697,0.054516,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | IDF | LogisticRegression (GridSearch),0.672213,0.616655,0.055558,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | BOW | MultinomialNB,0.672213,0.616491,0.055722,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | IDF | LogisticRegression,0.672213,0.616058,0.056155,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF | MultinomialNB,0.672213,0.615590,0.056623,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | LOG_TF | MultinomialNB,0.672213,0.615083,0.057130,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF_IDF | LogisticRegression,0.672213,0.613993,0.058219,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF | LinearSVM (GridSearch),0.672213,0.612709,0.059504,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF_IDF | MultinomialNB,0.672213,0.612415,0.059798,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | IDF | LogisticRegression,0.672213,0.612369,0.059843,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | BOW | LinearSVM,0.672213,0.609117,0.063096,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | LOG_TF | LogisticRegression (GridSearch),0.672213,0.608969,0.063244,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | LOG_TF | LogisticRegression,0.672213,0.608067,0.064146,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | LOG_TF | LinearSVM,0.672213,0.607974,0.064239,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | BOW | LogisticRegression (GridSearch),0.672213,0.607929,0.064283,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | LOG_TF | LinearSVM (GridSearch),0.672213,0.607741,0.064472,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | BOW | LogisticRegression,0.672213,0.607480,0.064733,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | IDF | MultinomialNB,0.672213,0.607385,0.064828,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | LOG_TF | LinearSVM,0.672213,0.606124,0.066089,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | BOW | LinearSVM (GridSearch),0.672213,0.602642,0.069571,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF | LogisticRegression (GridSearch),0.672213,0.602199,0.070014,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF | LogisticRegression (GridSearch),0.672213,0.597412,0.074801,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | BOW | LinearSVM,0.672213,0.595427,0.076786,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | LOG_TF | LinearSVM,0.672213,0.593330,0.078883,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | BOW | LinearSVM,0.672213,0.592255,0.079957,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | IDF | LinearSVM,0.672213,0.592103,0.080110,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | IDF | LinearSVM (GridSearch),0.672213,0.591765,0.080448,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | IDF | LinearSVM (GridSearch),0.672213,0.588896,0.083317,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF | LinearSVM,0.672213,0.588850,0.083363,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | IDF | LinearSVM,0.672213,0.584855,0.087357,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | IDF | LinearSVM (GridSearch),0.672213,0.583939,0.088274,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF | LinearSVM,0.672213,0.583702,0.088511,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | IDF | LinearSVM,0.672213,0.581114,0.091098,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF | LogisticRegression (GridSearch),0.672213,0.570856,0.101357,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF | LinearSVM,0.672213,0.548504,0.123709,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+lemma | TF | LogisticRegression,0.672213,0.521069,0.151144,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower+stem | TF | LogisticRegression,0.672213,0.513118,0.159095,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM (GridSearch),lower | TF | LogisticRegression,0.672213,0.483663,0.188550,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | REC+CHAR | LogisticRegression,0.670733,0.670032,0.000701,0.845703,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | REC+CHAR | LogisticRegression,0.670733,0.669994,0.000739,0.845703,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | REC+CHAR | LogisticRegression (GridSearch),0.670733,0.669214,0.001519,1.000000,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | REC+CHAR | LogisticRegression (GridSearch),0.670733,0.668921,0.001812,1.000000,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TFIDF_1-2 | LinearSVM,0.670733,0.668037,0.002696,0.769531,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | REC+CHAR | LinearSVM (GridSearch),0.670733,0.666914,0.003819,0.625000,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower | REC+CHAR | LogisticRegression,0.670733,0.666398,0.004335,0.322266,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower | CHAR_3-5 | LogisticRegression (GridSearch),0.670733,0.666141,0.004592,0.845703,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower | CHAR_3-5 | LogisticRegression,0.670733,0.665365,0.005368,0.625000,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower | REC+CHAR | LinearSVM (GridSearch),0.670733,0.665074,0.005659,0.431641,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TFIDF_1-2 | LinearSVM (GridSearch),0.670733,0.664940,0.005793,0.431641,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower | CHAR_3-5 | LinearSVM,0.670733,0.664576,0.006157,0.625000,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower | REC+CHAR | LogisticRegression (GridSearch),0.670733,0.662509,0.008224,0.193359,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TFIDF_1-2 | LogisticRegression (GridSearch),0.670733,0.662126,0.008607,0.105469,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TFIDF_1-2 | LogisticRegression,0.670733,0.660655,0.010078,0.193359,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | CHAR_3-5 | LogisticRegression,0.670733,0.657710,0.013023,0.130859,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | CHAR_3-5 | LogisticRegression (GridSearch),0.670733,0.657710,0.013023,0.130859,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower | REC+CHAR | LinearSVM,0.670733,0.657623,0.013110,0.048828,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TFIDF_1-2 | LogisticRegression (GridSearch),0.670733,0.656711,0.014022,0.105469,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | CHAR_3-5 | LogisticRegression,0.670733,0.656452,0.014281,0.037109,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | CHAR_3-5 | LogisticRegression (GridSearch),0.670733,0.656452,0.014281,0.037109,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | REC+CHAR | LinearSVM,0.670733,0.656409,0.014324,0.019531,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower | CHAR_3-5 | LinearSVM (GridSearch),0.670733,0.656392,0.014341,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TFIDF_1-2 | LinearSVM (GridSearch),0.670733,0.656147,0.014586,0.083984,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | CHAR_3-5 | LinearSVM (GridSearch),0.670733,0.655984,0.014749,0.019531,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TFIDF_1-2 | LinearSVM,0.670733,0.655801,0.014932,0.083984,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | CHAR_3-5 | LinearSVM,0.670733,0.654648,0.016085,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TFIDF_1-3 | LogisticRegression,0.670733,0.652901,0.017832,0.083984,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TFIDF_1-2 | LogisticRegression,0.670733,0.652605,0.018128,0.083984,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | CHAR_3-5 | LinearSVM (GridSearch),0.670733,0.652396,0.018337,0.064453,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TFIDF_1-3 | LinearSVM,0.670733,0.651701,0.019032,0.019531,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | CHAR_3-5 | LinearSVM,0.670733,0.649960,0.020773,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TFIDF_1-3 | LinearSVM (GridSearch),0.670733,0.648598,0.022135,0.064453,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TFIDF_1-3 | LogisticRegression,0.670733,0.648503,0.022230,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TFIDF_1-3 | LinearSVM,0.670733,0.647667,0.023066,0.009766,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TFIDF_1-3 | LogisticRegression (GridSearch),0.670733,0.647513,0.023220,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TFIDF_1-3 | LogisticRegression (GridSearch),0.670733,0.646964,0.023769,0.027344,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TF_IDF | LogisticRegression (GridSearch),0.670733,0.646351,0.024382,0.001953,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TF_IDF | LinearSVM,0.670733,0.645876,0.024857,0.019531,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TF_IDF | LinearSVM (GridSearch),0.670733,0.645664,0.025069,0.019531,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TF_IDF | LinearSVM,0.670733,0.643330,0.027403,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TF_IDF | LinearSVM (GridSearch),0.670733,0.643330,0.027403,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | TFIDF_1-3 | LinearSVM (GridSearch),0.670733,0.641857,0.028876,0.013672,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower | REC+CHAR | MultinomialNB,0.670733,0.640679,0.030055,0.037109,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | REC+CHAR | MultinomialNB,0.670733,0.640232,0.030501,0.037109,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+lemma | REC+CHAR | MultinomialNB,0.670733,0.640115,0.030618,0.048828,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TF_IDF | LogisticRegression (GridSearch),0.670733,0.639489,0.031244,0.005859,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | LOG_TF | LogisticRegression (GridSearch),0.670733,0.638310,0.032423,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TF | LinearSVM (GridSearch),0.670733,0.638255,0.032478,0.003906,1.000000,False
lower+stem | REC+CHAR | LinearSVM,lower+stem | TF_IDF | LogisticRegression,0.670733,0.637735,0.032998,0.005859,1.000000,False
