konfiguracija_1,konfiguracija_2,macro_f1_1,macro_f1_2,razlika,p,p_holm,znacajno_p_holm_0.05
lower+stem | REC+CHAR | MultinomialNB,lower+lemma | LOG_TF | LinearSVM,0.640232,0.607974,0.032258,0.005859,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | BOW | LogisticRegression (GridSearch),0.640232,0.607929,0.032303,0.003906,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | LOG_TF | LinearSVM (GridSearch),0.640232,0.607741,0.032492,0.013672,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | BOW | LogisticRegression,0.640232,0.607480,0.032752,0.003906,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | IDF | MultinomialNB,0.640232,0.607385,0.032848,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+stem | LOG_TF | LinearSVM,0.640232,0.606124,0.034108,0.005859,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | BOW | LinearSVM (GridSearch),0.640232,0.602642,0.037590,0.003906,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+stem | TF | LogisticRegression (GridSearch),0.640232,0.602199,0.038033,0.003906,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+lemma | TF | LogisticRegression (GridSearch),0.640232,0.597412,0.042820,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+lemma | BOW | LinearSVM,0.640232,0.595427,0.044805,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | LOG_TF | LinearSVM,0.640232,0.593330,0.046903,0.003906,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | BOW | LinearSVM,0.640232,0.592255,0.047977,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | IDF | LinearSVM,0.640232,0.592103,0.048130,0.005859,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | IDF | LinearSVM (GridSearch),0.640232,0.591765,0.048467,0.003906,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+stem | IDF | LinearSVM (GridSearch),0.640232,0.588896,0.051337,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+stem | TF | LinearSVM,0.640232,0.588850,0.051383,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+stem | IDF | LinearSVM,0.640232,0.584855,0.055377,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+lemma | IDF | LinearSVM (GridSearch),0.640232,0.583939,0.056293,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+lemma | TF | LinearSVM,0.640232,0.583702,0.056530,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+lemma | IDF | LinearSVM,0.640232,0.581114,0.059118,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | TF | LogisticRegression (GridSearch),0.640232,0.570856,0.069376,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | TF | LinearSVM,0.640232,0.548504,0.091729,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+lemma | TF | LogisticRegression,0.640232,0.521069,0.119163,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower+stem | TF | LogisticRegression,0.640232,0.513118,0.127114,0.001953,1.000000,False
lower+stem | REC+CHAR | MultinomialNB,lower | TF | LogisticRegression,0.640232,0.483663,0.156569,0.001953,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TF_IDF | LogisticRegression (GridSearch),0.640115,0.639489,0.000626,0.556641,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | LOG_TF | LogisticRegression (GridSearch),0.640115,0.638310,0.001805,0.625000,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TF | LinearSVM (GridSearch),0.640115,0.638255,0.001860,0.625000,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TF_IDF | LogisticRegression,0.640115,0.637735,0.002380,0.431641,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | TFIDF_1-2 | MultinomialNB,0.640115,0.636356,0.003759,0.556641,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-2 | LogisticRegression (GridSearch),0.640115,0.635920,0.004195,0.769531,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | TF | LinearSVM (GridSearch),0.640115,0.635352,0.004763,0.769531,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF_IDF | LinearSVM,0.640115,0.633476,0.006639,0.322266,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF_IDF | LinearSVM (GridSearch),0.640115,0.633476,0.006639,0.322266,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | TFIDF_1-3 | MultinomialNB,0.640115,0.633158,0.006957,0.375000,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TFIDF_1-2 | MultinomialNB,0.640115,0.631573,0.008542,0.232422,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-2 | LogisticRegression,0.640115,0.631436,0.008680,0.556641,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-2 | LinearSVM,0.640115,0.631212,0.008903,0.431641,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | LOG_TF | LogisticRegression,0.640115,0.631049,0.009066,0.322266,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-2 | LinearSVM (GridSearch),0.640115,0.631023,0.009092,0.431641,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-2 | MultinomialNB,0.640115,0.629844,0.010271,0.322266,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | LOG_TF | MultinomialNB,0.640115,0.628899,0.011217,0.037109,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | CHAR_3-5 | MultinomialNB,0.640115,0.628678,0.011438,0.048828,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-3 | MultinomialNB,0.640115,0.628307,0.011808,0.275391,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | BOW | MultinomialNB,0.640115,0.628153,0.011962,0.048828,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | TF_IDF | LogisticRegression,0.640115,0.627062,0.013053,0.322266,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | CHAR_3-5 | MultinomialNB,0.640115,0.626711,0.013404,0.130859,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | LOG_TF | MultinomialNB,0.640115,0.626501,0.013614,0.130859,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TF | MultinomialNB,0.640115,0.626118,0.013997,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF_IDF | LogisticRegression (GridSearch),0.640115,0.626094,0.014021,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | LOG_TF | LinearSVM (GridSearch),0.640115,0.625753,0.014362,0.322266,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TF_IDF | MultinomialNB,0.640115,0.625606,0.014509,0.232422,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | TF_IDF | MultinomialNB,0.640115,0.625599,0.014516,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TFIDF_1-3 | MultinomialNB,0.640115,0.625301,0.014814,0.064453,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-3 | LogisticRegression,0.640115,0.625110,0.015005,0.232422,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | BOW | LogisticRegression (GridSearch),0.640115,0.624807,0.015308,0.160156,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | LOG_TF | LogisticRegression (GridSearch),0.640115,0.624751,0.015364,0.275391,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | IDF | LogisticRegression (GridSearch),0.640115,0.624537,0.015579,0.322266,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | IDF | MultinomialNB,0.640115,0.624383,0.015732,0.193359,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | BOW | MultinomialNB,0.640115,0.624367,0.015748,0.105469,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | TF | MultinomialNB,0.640115,0.623511,0.016604,0.037109,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | IDF | MultinomialNB,0.640115,0.623092,0.017023,0.130859,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | LOG_TF | LogisticRegression,0.640115,0.622902,0.017213,0.130859,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-3 | LinearSVM,0.640115,0.622809,0.017306,0.232422,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | CHAR_3-5 | MultinomialNB,0.640115,0.622784,0.017331,0.001953,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | IDF | LogisticRegression (GridSearch),0.640115,0.622428,0.017687,0.232422,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | BOW | LogisticRegression,0.640115,0.621944,0.018171,0.130859,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-3 | LinearSVM (GridSearch),0.640115,0.621595,0.018520,0.160156,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TFIDF_1-3 | LogisticRegression (GridSearch),0.640115,0.621420,0.018696,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | BOW | LogisticRegression (GridSearch),0.640115,0.621392,0.018723,0.232422,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | BOW | LinearSVM (GridSearch),0.640115,0.620080,0.020035,0.064453,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | LOG_TF | LinearSVM (GridSearch),0.640115,0.619755,0.020361,0.105469,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | IDF | LogisticRegression,0.640115,0.618513,0.021602,0.275391,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | BOW | LogisticRegression,0.640115,0.618060,0.022055,0.130859,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | BOW | LinearSVM (GridSearch),0.640115,0.617697,0.022418,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | IDF | LogisticRegression (GridSearch),0.640115,0.616655,0.023460,0.160156,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | BOW | MultinomialNB,0.640115,0.616491,0.023624,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | IDF | LogisticRegression,0.640115,0.616058,0.024058,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF | MultinomialNB,0.640115,0.615590,0.024525,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | LOG_TF | MultinomialNB,0.640115,0.615083,0.025032,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF_IDF | LogisticRegression,0.640115,0.613993,0.026122,0.037109,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF | LinearSVM (GridSearch),0.640115,0.612709,0.027406,0.048828,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF_IDF | MultinomialNB,0.640115,0.612415,0.027700,0.064453,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | IDF | LogisticRegression,0.640115,0.612369,0.027746,0.064453,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | BOW | LinearSVM,0.640115,0.609117,0.030998,0.048828,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | LOG_TF | LogisticRegression (GridSearch),0.640115,0.608969,0.031146,0.083984,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | LOG_TF | LogisticRegression,0.640115,0.608067,0.032048,0.027344,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | LOG_TF | LinearSVM,0.640115,0.607974,0.032141,0.013672,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | BOW | LogisticRegression (GridSearch),0.640115,0.607929,0.032186,0.019531,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | LOG_TF | LinearSVM (GridSearch),0.640115,0.607741,0.032374,0.037109,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | BOW | LogisticRegression,0.640115,0.607480,0.032635,0.019531,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | IDF | MultinomialNB,0.640115,0.607385,0.032730,0.013672,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | LOG_TF | LinearSVM,0.640115,0.606124,0.033991,0.027344,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | BOW | LinearSVM (GridSearch),0.640115,0.602642,0.037473,0.027344,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TF | LogisticRegression (GridSearch),0.640115,0.602199,0.037916,0.013672,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | TF | LogisticRegression (GridSearch),0.640115,0.597412,0.042703,0.003906,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | BOW | LinearSVM,0.640115,0.595427,0.044688,0.003906,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | LOG_TF | LinearSVM,0.640115,0.593330,0.046785,0.027344,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | BOW | LinearSVM,0.640115,0.592255,0.047860,0.009766,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | IDF | LinearSVM,0.640115,0.592103,0.048012,0.027344,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | IDF | LinearSVM (GridSearch),0.640115,0.591765,0.048350,0.019531,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | IDF | LinearSVM (GridSearch),0.640115,0.588896,0.051220,0.009766,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TF | LinearSVM,0.640115,0.588850,0.051265,0.001953,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | IDF | LinearSVM,0.640115,0.584855,0.055260,0.005859,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | IDF | LinearSVM (GridSearch),0.640115,0.583939,0.056176,0.005859,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | TF | LinearSVM,0.640115,0.583702,0.056413,0.001953,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | IDF | LinearSVM,0.640115,0.581114,0.059001,0.003906,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF | LogisticRegression (GridSearch),0.640115,0.570856,0.069259,0.001953,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF | LinearSVM,0.640115,0.548504,0.091612,0.001953,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+lemma | TF | LogisticRegression,0.640115,0.521069,0.119046,0.001953,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower+stem | TF | LogisticRegression,0.640115,0.513118,0.126997,0.001953,1.000000,False
lower+lemma | REC+CHAR | MultinomialNB,lower | TF | LogisticRegression,0.640115,0.483663,0.156452,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | LOG_TF | LogisticRegression (GridSearch),0.639489,0.638310,0.001178,0.845703,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | TF | LinearSVM (GridSearch),0.639489,0.638255,0.001233,0.769531,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | TF_IDF | LogisticRegression,0.639489,0.637735,0.001754,0.640625,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | TFIDF_1-2 | MultinomialNB,0.639489,0.636356,0.003132,0.695312,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-2 | LogisticRegression (GridSearch),0.639489,0.635920,0.003569,0.695312,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | TF | LinearSVM (GridSearch),0.639489,0.635352,0.004137,0.695312,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TF_IDF | LinearSVM,0.639489,0.633476,0.006013,0.556641,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TF_IDF | LinearSVM (GridSearch),0.639489,0.633476,0.006013,0.556641,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | TFIDF_1-3 | MultinomialNB,0.639489,0.633158,0.006330,0.556641,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | TFIDF_1-2 | MultinomialNB,0.639489,0.631573,0.007916,0.431641,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-2 | LogisticRegression,0.639489,0.631436,0.008053,0.375000,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-2 | LinearSVM,0.639489,0.631212,0.008276,0.375000,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | LOG_TF | LogisticRegression,0.639489,0.631049,0.008440,0.130859,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-2 | LinearSVM (GridSearch),0.639489,0.631023,0.008466,0.375000,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-2 | MultinomialNB,0.639489,0.629844,0.009645,0.431641,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | LOG_TF | MultinomialNB,0.639489,0.628899,0.010590,0.275391,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | CHAR_3-5 | MultinomialNB,0.639489,0.628678,0.010811,0.625000,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-3 | MultinomialNB,0.639489,0.628307,0.011181,0.275391,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | BOW | MultinomialNB,0.639489,0.628153,0.011336,0.275391,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | TF_IDF | LogisticRegression,0.639489,0.627062,0.012426,0.130859,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | CHAR_3-5 | MultinomialNB,0.639489,0.626711,0.012778,0.232422,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | LOG_TF | MultinomialNB,0.639489,0.626501,0.012987,0.275391,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | TF | MultinomialNB,0.639489,0.626118,0.013371,0.130859,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TF_IDF | LogisticRegression (GridSearch),0.639489,0.626094,0.013395,0.083984,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | LOG_TF | LinearSVM (GridSearch),0.639489,0.625753,0.013736,0.064453,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | TF_IDF | MultinomialNB,0.639489,0.625606,0.013883,0.130859,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | TF_IDF | MultinomialNB,0.639489,0.625599,0.013890,0.193359,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | TFIDF_1-3 | MultinomialNB,0.639489,0.625301,0.014187,0.322266,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-3 | LogisticRegression,0.639489,0.625110,0.014379,0.160156,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | BOW | LogisticRegression (GridSearch),0.639489,0.624807,0.014681,0.009766,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | LOG_TF | LogisticRegression (GridSearch),0.639489,0.624751,0.014737,0.160156,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | IDF | LogisticRegression (GridSearch),0.639489,0.624537,0.014952,0.105469,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | IDF | MultinomialNB,0.639489,0.624383,0.015106,0.064453,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | BOW | MultinomialNB,0.639489,0.624367,0.015121,0.322266,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | TF | MultinomialNB,0.639489,0.623511,0.015978,0.160156,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | IDF | MultinomialNB,0.639489,0.623092,0.016397,0.064453,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | LOG_TF | LogisticRegression,0.639489,0.622902,0.016587,0.130859,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-3 | LinearSVM,0.639489,0.622809,0.016679,0.160156,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | CHAR_3-5 | MultinomialNB,0.639489,0.622784,0.016704,0.322266,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | IDF | LogisticRegression (GridSearch),0.639489,0.622428,0.017061,0.009766,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | BOW | LogisticRegression,0.639489,0.621944,0.017544,0.083984,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-3 | LinearSVM (GridSearch),0.639489,0.621595,0.017893,0.160156,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TFIDF_1-3 | LogisticRegression (GridSearch),0.639489,0.621420,0.018069,0.037109,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | BOW | LogisticRegression (GridSearch),0.639489,0.621392,0.018097,0.130859,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | BOW | LinearSVM (GridSearch),0.639489,0.620080,0.019409,0.019531,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | LOG_TF | LinearSVM (GridSearch),0.639489,0.619755,0.019734,0.064453,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | IDF | LogisticRegression,0.639489,0.618513,0.020976,0.037109,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | BOW | LogisticRegression,0.639489,0.618060,0.021429,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | BOW | LinearSVM (GridSearch),0.639489,0.617697,0.021792,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | IDF | LogisticRegression (GridSearch),0.639489,0.616655,0.022834,0.037109,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | BOW | MultinomialNB,0.639489,0.616491,0.022997,0.037109,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | IDF | LogisticRegression,0.639489,0.616058,0.023431,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TF | MultinomialNB,0.639489,0.615590,0.023899,0.009766,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | LOG_TF | MultinomialNB,0.639489,0.615083,0.024406,0.048828,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TF_IDF | LogisticRegression,0.639489,0.613993,0.025495,0.037109,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TF | LinearSVM (GridSearch),0.639489,0.612709,0.026780,0.013672,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | TF_IDF | MultinomialNB,0.639489,0.612415,0.027073,0.005859,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | IDF | LogisticRegression,0.639489,0.612369,0.027119,0.027344,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | BOW | LinearSVM,0.639489,0.609117,0.030372,0.013672,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | LOG_TF | LogisticRegression (GridSearch),0.639489,0.608969,0.030520,0.009766,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | LOG_TF | LogisticRegression,0.639489,0.608067,0.031422,0.003906,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | LOG_TF | LinearSVM,0.639489,0.607974,0.031515,0.003906,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | BOW | LogisticRegression (GridSearch),0.639489,0.607929,0.031559,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | LOG_TF | LinearSVM (GridSearch),0.639489,0.607741,0.031748,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | BOW | LogisticRegression,0.639489,0.607480,0.032009,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | IDF | MultinomialNB,0.639489,0.607385,0.032104,0.005859,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | LOG_TF | LinearSVM,0.639489,0.606124,0.033365,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | BOW | LinearSVM (GridSearch),0.639489,0.602642,0.036847,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | TF | LogisticRegression (GridSearch),0.639489,0.602199,0.037290,0.003906,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | TF | LogisticRegression (GridSearch),0.639489,0.597412,0.042077,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | BOW | LinearSVM,0.639489,0.595427,0.044062,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | LOG_TF | LinearSVM,0.639489,0.593330,0.046159,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | BOW | LinearSVM,0.639489,0.592255,0.047233,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | IDF | LinearSVM,0.639489,0.592103,0.047386,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower | IDF | LinearSVM (GridSearch),0.639489,0.591765,0.047723,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | IDF | LinearSVM (GridSearch),0.639489,0.588896,0.050593,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | TF | LinearSVM,0.639489,0.588850,0.050639,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+stem | IDF | LinearSVM,0.639489,0.584855,0.054633,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | IDF | LinearSVM (GridSearch),0.639489,0.583939,0.055550,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | TF | LinearSVM,0.639489,0.583702,0.055787,0.001953,1.000000,False
lower+stem | TF_IDF | LogisticRegression (GridSearch),lower+lemma | IDF | LinearSVM,0.639489,0.581114,0.058374,0.001953,1.000000,False
